-0.244444,-0.680233,-0.177778,-0.680233
-0.177778,-0.680233,-0.177778,-0.686047
-0.177778,-0.686047,-0.155556,-0.686047
-0.155556,-0.686047,-0.155556,-0.680233
-0.155556,-0.680233,-0.111111,-0.680233
-0.111111,-0.680233,-0.111111,-0.686047
-0.111111,-0.686047,-0.066667,-0.686047
-0.066667,-0.686047,-0.066667,-0.709302
-0.066667,-0.709302,-0.022222,-0.709302
-0.022222,-0.709302,-0.022222,-0.715116
-0.022222,-0.715116,0.111111,-0.715116
0.111111,-0.715116,0.111111,-0.686047
0.111111,-0.686047,0.555556,-0.686047
0.555556,-0.686047,0.555556,-0.825581
0.555556,-0.825581,0.533333,-0.825581
0.533333,-0.825581,0.533333,-0.947674
0.533333,-0.947674,0.511111,-0.947674
0.511111,-0.947674,0.511111,-0.953488
0.511111,-0.953488,0.533333,-0.953488
0.533333,-0.953488,0.533333,-0.959302
0.533333,-0.959302,0.622222,-0.959302
0.622222,-0.959302,0.622222,-0.988372
0.622222,-0.988372,0.666667,-0.988372
0.666667,-0.988372,0.666667,-0.994186
0.666667,-0.994186,0.777778,-0.994186
0.777778,-0.994186,0.777778,-1.000000
0.777778,-1.000000,0.755556,-1.000000
0.755556,-1.000000,0.755556,-0.994186
0.755556,-0.994186,0.777778,-0.994186
0.777778,-0.994186,0.777778,-1.000000
0.777778,-1.000000,0.800000,-1.000000
0.800000,-1.000000,0.800000,-0.965116
0.800000,-0.965116,0.933333,-0.965116
0.933333,-0.965116,0.933333,-0.947674
0.933333,-0.947674,0.911111,-0.947674
0.911111,-0.947674,0.911111,-0.936047
0.911111,-0.936047,0.933333,-0.936047
0.933333,-0.936047,0.933333,-0.924419
0.933333,-0.924419,0.911111,-0.924419
0.911111,-0.924419,0.911111,-0.912791
0.911111,-0.912791,0.933333,-0.912791
0.933333,-0.912791,0.933333,-0.784884
0.933333,-0.784884,0.955556,-0.784884
0.955556,-0.784884,0.955556,-0.779070
0.955556,-0.779070,0.933333,-0.779070
0.933333,-0.779070,0.933333,-0.767442
0.933333,-0.767442,0.955556,-0.767442
0.955556,-0.767442,0.955556,-0.755814
0.955556,-0.755814,0.933333,-0.755814
0.933333,-0.755814,0.933333,-0.744186
0.933333,-0.744186,0.955556,-0.744186
0.955556,-0.744186,0.955556,-0.691860
0.955556,-0.691860,0.977778,-0.691860
0.977778,-0.691860,0.955556,-0.691860
0.955556,-0.691860,0.955556,-0.680233
0.955556,-0.680233,0.822222,-0.680233
0.822222,-0.680233,0.822222,-0.674419
0.822222,-0.674419,0.422222,-0.674419
0.422222,-0.674419,0.422222,-0.668605
0.422222,-0.668605,0.422222,-0.674419
0.422222,-0.674419,0.355556,-0.674419
0.355556,-0.674419,0.355556,-0.668605
0.355556,-0.668605,0.266667,-0.668605
0.266667,-0.668605,0.266667,-0.674419
0.266667,-0.674419,0.222222,-0.674419
0.222222,-0.674419,0.222222,-0.668605
0.222222,-0.668605,0.244444,-0.668605
0.244444,-0.668605,0.244444,-0.674419
0.244444,-0.674419,0.222222,-0.674419
0.222222,-0.674419,0.222222,-0.668605
0.222222,-0.668605,0.244444,-0.668605
0.244444,-0.668605,0.244444,-0.674419
